,bootstrap_sample,policy,log_step,time_step,reward
2173,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76241,2174,1
2174,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76251,2175,1
2175,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76262,2176,1
2176,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76308,2177,1
2177,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76339,2178,1
2178,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76353,2179,1
2179,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76380,2180,1
2180,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76416,2181,0
2181,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76454,2182,1
2182,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76488,2183,1
2183,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76504,2184,1
2184,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76508,2185,1
2185,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76663,2186,1
2186,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76702,2187,1
2187,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76723,2188,1
2188,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76776,2189,1
2189,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76812,2190,1
2190,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76893,2191,1
2191,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,76955,2192,1
2192,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77026,2193,0
2193,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77123,2194,1
2194,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77209,2195,1
2195,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77230,2196,1
2196,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77253,2197,1
2197,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77295,2198,1
2198,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77301,2199,1
2199,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77324,2200,1
2200,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77371,2201,1
2201,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77393,2202,1
2202,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77536,2203,1
2203,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77638,2204,1
2204,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77694,2205,1
2205,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77759,2206,1
2206,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77768,2207,1
2207,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77788,2208,1
2208,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77808,2209,1
2209,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77826,2210,0
2210,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77862,2211,1
2211,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77877,2212,1
2212,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77924,2213,1
2213,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77955,2214,1
2214,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77964,2215,1
2215,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77967,2216,1
2216,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,77997,2217,1
2217,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78027,2218,1
2218,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78028,2219,1
2219,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78059,2220,1
2220,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78113,2221,0
2221,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78114,2222,1
2222,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78125,2223,1
2223,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78164,2224,1
2224,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78182,2225,0
2225,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78254,2226,1
2226,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78327,2227,1
2227,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78346,2228,0
2228,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78414,2229,1
2229,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78427,2230,1
2230,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78442,2231,1
2231,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78443,2232,1
2232,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78526,2233,1
2233,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78600,2234,1
2234,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78630,2235,1
2235,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78643,2236,1
2236,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78663,2237,1
2237,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78678,2238,1
2238,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78756,2239,1
2239,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78783,2240,1
2240,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78804,2241,1
2241,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78824,2242,1
2242,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78923,2243,0
2243,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78926,2244,1
2244,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,78988,2245,0
2245,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79017,2246,0
2246,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79027,2247,1
2247,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79059,2248,1
2248,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79075,2249,1
2249,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79086,2250,1
2250,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79146,2251,0
2251,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79150,2252,1
2252,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79172,2253,1
2253,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79178,2254,1
2254,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79203,2255,1
2255,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79209,2256,0
2256,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79241,2257,1
2257,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79275,2258,1
2258,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79300,2259,1
2259,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79306,2260,0
2260,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79350,2261,1
2261,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79430,2262,1
2262,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79439,2263,0
2263,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79470,2264,1
2264,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79478,2265,1
2265,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79504,2266,1
2266,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79516,2267,1
2267,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79517,2268,1
2268,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79518,2269,1
2269,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79525,2270,1
2270,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79527,2271,1
2271,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79559,2272,0
2272,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79567,2273,1
2273,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79632,2274,1
2274,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79671,2275,1
2275,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79750,2276,1
2276,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79773,2277,1
2277,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79776,2278,1
2278,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79787,2279,0
2279,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79802,2280,1
2280,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79912,2281,1
2281,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79941,2282,0
2282,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,79968,2283,1
2283,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80058,2284,1
2284,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80078,2285,1
2285,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80088,2286,1
2286,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80131,2287,1
2287,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80194,2288,1
2288,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80206,2289,1
2289,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80226,2290,1
2290,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80270,2291,1
2291,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80329,2292,0
2292,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80368,2293,0
2293,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80456,2294,1
2294,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80472,2295,1
2295,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80496,2296,1
2296,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80501,2297,1
2297,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80511,2298,1
2298,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80518,2299,1
2299,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80524,2300,1
2300,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80531,2301,1
2301,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80544,2302,1
2302,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80556,2303,1
2303,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80560,2304,1
2304,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80609,2305,1
2305,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80645,2306,1
2306,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80647,2307,1
2307,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80673,2308,1
2308,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80705,2309,1
2309,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80718,2310,1
2310,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80738,2311,1
2311,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80746,2312,0
2312,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80817,2313,1
2313,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80928,2314,1
2314,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,80936,2315,1
2315,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81004,2316,1
2316,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81040,2317,0
2317,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81043,2318,1
2318,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81063,2319,1
2319,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81146,2320,1
2320,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81173,2321,0
2321,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81175,2322,1
2322,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81207,2323,1
2323,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81237,2324,1
2324,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81250,2325,0
2325,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81251,2326,1
2326,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81268,2327,1
2327,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81315,2328,1
2328,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81317,2329,1
2329,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81319,2330,1
2330,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81363,2331,1
2331,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81389,2332,1
2332,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81412,2333,0
2333,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81485,2334,1
2334,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81500,2335,1
2335,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81501,2336,0
2336,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81511,2337,1
2337,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81563,2338,1
2338,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81619,2339,1
2339,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81660,2340,1
2340,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81669,2341,1
2341,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81684,2342,1
2342,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81705,2343,1
2343,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81781,2344,0
2344,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81840,2345,1
2345,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,81864,2346,1
2346,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82013,2347,1
2347,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82059,2348,1
2348,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82220,2349,1
2349,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82227,2350,1
2350,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82229,2351,1
2351,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82285,2352,1
2352,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82306,2353,1
2353,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82320,2354,1
2354,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82324,2355,0
2355,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82354,2356,1
2356,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82365,2357,1
2357,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82391,2358,1
2358,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82414,2359,1
2359,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82496,2360,1
2360,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82510,2361,1
2361,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82526,2362,1
2362,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82538,2363,1
2363,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82560,2364,1
2364,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82572,2365,1
2365,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82610,2366,1
2366,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82626,2367,1
2367,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82699,2368,1
2368,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82750,2369,1
2369,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82772,2370,1
2370,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82801,2371,1
2371,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82806,2372,1
2372,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82882,2373,1
2373,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82931,2374,1
2374,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82949,2375,1
2375,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,82982,2376,1
2376,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83002,2377,1
2377,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83008,2378,1
2378,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83023,2379,1
2379,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83056,2380,1
2380,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83066,2381,0
2381,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83074,2382,1
2382,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83106,2383,0
2383,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83123,2384,1
2384,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83140,2385,0
2385,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83197,2386,1
2386,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83265,2387,1
2387,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83284,2388,1
2388,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83309,2389,1
2389,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83312,2390,1
2390,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83332,2391,1
2391,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83442,2392,0
2392,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83511,2393,1
2393,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83513,2394,1
2394,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83518,2395,1
2395,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83540,2396,1
2396,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83571,2397,1
2397,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83621,2398,1
2398,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83651,2399,1
2399,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83666,2400,1
2400,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83716,2401,1
2401,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83792,2402,1
2402,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83812,2403,1
2403,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83892,2404,1
2404,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83940,2405,1
2405,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83942,2406,0
2406,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83968,2407,1
2407,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83983,2408,0
2408,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83988,2409,1
2409,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,83994,2410,1
2410,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84008,2411,1
2411,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84011,2412,1
2412,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84035,2413,1
2413,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84039,2414,1
2414,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84086,2415,1
2415,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84087,2416,1
2416,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84172,2417,1
2417,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84201,2418,1
2418,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84294,2419,1
2419,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84328,2420,1
2420,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84341,2421,1
2421,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84421,2422,1
2422,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84429,2423,1
2423,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84526,2424,1
2424,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84534,2425,1
2425,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84589,2426,0
2426,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84615,2427,1
2427,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84675,2428,1
2428,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84689,2429,1
2429,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84717,2430,1
2430,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84722,2431,1
2431,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84724,2432,1
2432,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84733,2433,1
2433,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84736,2434,1
2434,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84800,2435,1
2435,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84810,2436,1
2436,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84819,2437,1
2437,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84820,2438,1
2438,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84826,2439,1
2439,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84855,2440,0
2440,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84919,2441,0
2441,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84920,2442,1
2442,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,84980,2443,1
2443,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85025,2444,1
2444,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85100,2445,1
2445,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85135,2446,0
2446,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85136,2447,1
2447,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85156,2448,1
2448,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85172,2449,1
2449,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85313,2450,1
2450,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85316,2451,1
2451,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85335,2452,1
2452,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85360,2453,1
2453,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85366,2454,1
2454,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85412,2455,1
2455,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85451,2456,1
2456,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85457,2457,1
2457,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85496,2458,1
2458,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85500,2459,1
2459,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85532,2460,1
2460,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85561,2461,1
2461,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85571,2462,1
2462,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85600,2463,1
2463,1,<__main__.linucb_disjoint_policy object at 0x0000025D1D7CD8B0>,85654,2464,1
